"/Users/wuyueer/Desktop/logo rec/samplescomplex/download-1 copy.png","Microsoft Azure",0.9976859092712402,vertices{x:19y:57}vertices{x:283y:57}vertices{x:283y:107}vertices{x:19y:107}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/download-1 copy.png","Microsoft Azure",0.9867600202560425,vertices{x:2y:3}vertices{x:296y:3}vertices{x:296y:155}vertices{x:2y:155}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/florian-berger-Gdlr_lt6Q1I-unsplash.jpg","Yves Saint Laurent",0.999997615814209,vertices{x:1464y:1370}vertices{x:2680y:1370}vertices{x:2680y:3785}vertices{x:1464y:3785}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/download-3_ copy.png","Rackspace Technology",0.9982315897941589,vertices{x:38y:46}vertices{x:269y:46}vertices{x:269y:119}vertices{x:38y:119}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/download-3-1 copy.png","Royal Dutch Shell",0.9834529757499695,vertices{x:73y:33}vertices{x:226y:33}vertices{x:226y:162}vertices{x:73y:162}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/images-3-1 copy.png","Google Cloud Platform",0.9950941801071167,vertices{x:45y:85}vertices{x:136y:85}vertices{x:136y:144}vertices{x:45y:144}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/daniele-d-andreti-9Am-iidiO40-unsplash.jpg","Nescafé",0.9861987829208374,vertices{x:1702y:1544}vertices{x:2832y:1544}vertices{x:2832y:1853}vertices{x:1702y:1853}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/20336484-tesla-logo-tesla-symbol-transparent-png-kostenlos-vektor.jpg","Tesla, Inc.",0.9996925592422485,vertices{x:98y:62}vertices{x:854y:62}vertices{x:854y:943}vertices{x:98y:943}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/20336484-tesla-logo-tesla-symbol-transparent-png-kostenlos-vektor.jpg","Tesla, Inc.",0.9989186525344849,vertices{x:187y:787}vertices{x:803y:787}vertices{x:803y:877}vertices{x:187y:877}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/souvik-banerjee-JLj_NbvlDDo-unsplash.jpg","LinkedIn",0.9978882670402527,vertices{x:877y:391}vertices{x:3046y:391}vertices{x:3046y:1197}vertices{x:877y:1197}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/krish-parmar-QsnLLIHwY8Y-unsplash.jpg","Bentley Motors Limited",0.5666964054107666,vertices{x:962y:2158}vertices{x:2538y:2158}vertices{x:2538y:3176}vertices{x:962y:3176}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/nvidia.jpg","Nvidia",0.8962951302528381,vertices{x:54y:5}vertices{x:508y:5}vertices{x:508y:376}vertices{x:54y:376}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/erik-mclean-tZTETcj9xBE-unsplash.jpg","HSBC Bank",0.7131412029266357,vertices{x:2101y:1290}vertices{x:2603y:1290}vertices{x:2603y:1593}vertices{x:2101y:1593}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/erik-mclean-tZTETcj9xBE-unsplash.jpg","HSBC Bank",0.5959406495094299,vertices{x:917y:1270}vertices{x:2626y:1270}vertices{x:2626y:1617}vertices{x:917y:1617}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/luis-de-leon-DiYwfoyeO3Y-unsplash.jpg","Dior",0.9675114750862122,vertices{x:707y:1493}vertices{x:1996y:1493}vertices{x:1996y:2362}vertices{x:707y:2362}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/ase-t5a2H-WuVfI-unsplash.jpg","Apple",0.7025121450424194,vertices{x:970y:1559}vertices{x:1382y:1559}vertices{x:1382y:2040}vertices{x:970y:2040}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/jason-yuen-M8Zn9wMIYoo-unsplash.jpg","KFC",0.9860432744026184,vertices{x:764y:986}vertices{x:3191y:986}vertices{x:3191y:2376}vertices{x:764y:2376}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/download-11 copy.png","Samsung",0.9417648315429688,vertices{x:12y:94}vertices{x:208y:94}vertices{x:208y:128}vertices{x:12y:128}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/niccolo-chiamori-rUwfqy0HKpw-unsplash.jpg","Five Guys",0.9998317956924438,vertices{x:1687y:2484}vertices{x:2899y:2484}vertices{x:2899y:2737}vertices{x:1687y:2737}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/niccolo-chiamori-rUwfqy0HKpw-unsplash.jpg","IMAX Corporation",0.7438076138496399,vertices{x:927y:2468}vertices{x:1370y:2468}vertices{x:1370y:2767}vertices{x:927y:2767}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/niccolo-chiamori-rUwfqy0HKpw-unsplash.jpg","IMAX Corporation",0.7094606757164001,vertices{x:941y:2570}vertices{x:1316y:2570}vertices{x:1316y:2736}vertices{x:941y:2736}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/images-1 copy.png","Salesforce",0.9410591721534729,vertices{}vertices{x:407}vertices{x:407y:121}vertices{y:121}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/the-ride-academy-IzdkOMvyZAk-unsplash.jpg","Honda Motor Company",0.9726647138595581,vertices{x:5053y:2397}vertices{x:5668y:2397}vertices{x:5668y:2513}vertices{x:5053y:2513}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/the-ride-academy-IzdkOMvyZAk-unsplash.jpg","Kymco",0.9325410723686218,vertices{x:5806y:1944}vertices{x:5990y:1944}vertices{x:5990y:2337}vertices{x:5806y:2337}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/the-ride-academy-IzdkOMvyZAk-unsplash.jpg","Honda Motor Company",0.9179144501686096,vertices{x:1622y:1323}vertices{x:3143y:1323}vertices{x:3143y:1642}vertices{x:1622y:1642}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/the-ride-academy-IzdkOMvyZAk-unsplash.jpg","Honda Motor Company",0.8407565355300903,vertices{x:2682y:2503}vertices{x:3859y:2503}vertices{x:3859y:2765}vertices{x:2682y:2765}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/the-ride-academy-IzdkOMvyZAk-unsplash.jpg","Honda Motor Company",0.6074665188789368,vertices{x:5043y:2387}vertices{x:5768y:2387}vertices{x:5768y:2647}vertices{x:5043y:2647}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/rafal-gerent-pocian-qjpbN7RrfmA-unsplash.jpg","Bayerische Motoren Werke",0.9924535155296326,vertices{x:1279y:613}vertices{x:2643y:613}vertices{x:2643y:1992}vertices{x:1279y:1992}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/anastasia-zhenina-zO1fG-4sT8g-unsplash.jpg","Marshall Amplification",0.7930297255516052,vertices{x:62y:838}vertices{x:4515y:838}vertices{x:4515y:1989}vertices{x:62y:1989}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/khadeeja-yasser-3U9L9Chc3is-unsplash.jpg","Starbucks",0.9811522364616394,vertices{x:582y:1124}vertices{x:1878y:1124}vertices{x:1878y:2427}vertices{x:582y:2427}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/images","TSMC",0.9996987581253052,vertices{x:16y:26}vertices{x:199y:26}vertices{x:199y:175}vertices{x:16y:175}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/AppDynamics_LOGO_STACKED_DEEPSPACE copy.jpg","AppDynamics",0.9992215633392334,vertices{x:138y:14}vertices{x:1030y:14}vertices{x:1030y:604}vertices{x:138y:604}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/arnold-mecses-UCe3lFShDqk-unsplash.jpg","Audi",0.9715513586997986,vertices{x:568y:1884}vertices{x:2343y:1884}vertices{x:2343y:3068}vertices{x:568y:3068}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/images-1-1 copy.png","Twilio",0.9994768500328064,vertices{x:16y:42}vertices{x:135y:42}vertices{x:135y:79}vertices{x:16y:79}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/becpildos.jpg","Beck's Brewery",0.9998024106025696,vertices{x:232y:104}vertices{x:306y:104}vertices{x:306y:198}vertices{x:232y:198}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/becpildos.jpg","Beck's Brewery",0.9993709921836853,vertices{x:180y:219}vertices{x:361y:219}vertices{x:361y:270}vertices{x:180y:270}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg","Marlboro",0.9874051213264465,vertices{x:496y:15}vertices{x:552y:15}vertices{x:552y:72}vertices{x:496y:72}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg","Pampers",0.9824260473251343,vertices{x:172y:177}vertices{x:242y:177}vertices{x:242y:222}vertices{x:172y:222}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg","ESPN",0.9195849895477295,vertices{x:411y:189}vertices{x:480y:189}vertices{x:480y:211}vertices{x:411y:211}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg","Kraft Foods",0.8701019287109375,vertices{x:333y:187}vertices{x:398y:187}vertices{x:398y:213}vertices{x:333y:213}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg","Chevrolet",0.8589403629302979,vertices{x:489y:181}vertices{x:558y:181}vertices{x:558y:221}vertices{x:489y:221}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg","Ford Motor Company",0.8023358583450317,vertices{x:411y:110}vertices{x:478y:110}vertices{x:478y:136}vertices{x:411y:136}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg","Microsoft Corporation",0.7142838835716248,vertices{x:12y:111}vertices{x:82y:111}vertices{x:82y:130}vertices{x:12y:130}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/2b962290-200e-42fa-8cc7-29a3eae0c807.jpg","Mastercard",0.6870737075805664,vertices{x:497y:262}vertices{x:548y:262}vertices{x:548y:295}vertices{x:497y:295}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/waldemar-HeaRo44zMeQ-unsplash.jpg","Porsche",0.9428380131721497,vertices{x:2275y:1342}vertices{x:3694y:1342}vertices{x:3694y:3039}vertices{x:2275y:3039}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/hu-jiarui-ScAaQVNIX04-unsplash.jpg","Chanel",0.9997482895851135,vertices{x:1260y:1541}vertices{x:1821y:1541}vertices{x:1821y:2195}vertices{x:1260y:2195}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/hu-jiarui-ScAaQVNIX04-unsplash.jpg","Chanel",0.9995425939559937,vertices{x:1324y:1674}vertices{x:1753y:1674}vertices{x:1753y:2069}vertices{x:1324y:2069}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/alexander-shatov-mr4JG4SYOF8-unsplash.jpg","Instagram",0.9418743252754211,vertices{x:789y:285}vertices{x:1136y:285}vertices{x:1136y:634}vertices{x:789y:634}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/alexander-shatov-mr4JG4SYOF8-unsplash.jpg","Figma",0.9235802292823792,vertices{x:1271y:811}vertices{x:1957y:811}vertices{x:1957y:1552}vertices{x:1271y:1552}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/alexander-shatov-mr4JG4SYOF8-unsplash.jpg","Twitter",0.8398391604423523,vertices{x:2074y:318}vertices{x:2412y:318}vertices{x:2412y:585}vertices{x:2074y:585}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/download-7 copy.png","Xfinity",0.992633044719696,vertices{x:1y:52}vertices{x:219y:52}vertices{x:219y:177}vertices{x:1y:177}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/hu-jiarui-Luhg-tamGfA-unsplash.jpg","McDonald's",0.9890574812889099,vertices{x:1040y:1272}vertices{x:3121y:1272}vertices{x:3121y:2446}vertices{x:1040y:2446}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/hu-jiarui-Luhg-tamGfA-unsplash.jpg","McDonald's",0.9634814262390137,vertices{x:1080y:2067}vertices{x:3077y:2067}vertices{x:3077y:2539}vertices{x:1080y:2539}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/adrian-regeci-YFgzCJxtgEI-unsplash.jpg","De'Longhi",0.9592217206954956,vertices{x:974y:2363}vertices{x:1714y:2363}vertices{x:1714y:3057}vertices{x:974y:3057}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/bram-TFPAnxDBiqc-unsplash.jpg","Deutsche Bahn",0.8741445541381836,vertices{x:1385y:2622}vertices{x:2215y:2622}vertices{x:2215y:3234}vertices{x:1385y:3234}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/fourfour-5c3EBPftYDA-unsplash.jpg","Uniqlo",0.9985730648040771,vertices{x:2185y:1981}vertices{x:2645y:1981}vertices{x:2645y:2422}vertices{x:2185y:2422}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/fourfour-5c3EBPftYDA-unsplash.jpg","Uniqlo",0.9738007187843323,vertices{x:1644y:1955}vertices{x:2658y:1955}vertices{x:2658y:2436}vertices{x:1644y:2436}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/fourfour-5c3EBPftYDA-unsplash.jpg","Samsung",0.8686577081680298,vertices{x:1724y:5806}vertices{x:2106y:5806}vertices{x:2106y:5937}vertices{x:1724y:5937}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/fourfour-5c3EBPftYDA-unsplash.jpg","Samsung",0.8662011623382568,vertices{x:464y:5829}vertices{x:812y:5829}vertices{x:812y:5966}vertices{x:464y:5966}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/fourfour-5c3EBPftYDA-unsplash.jpg","Samsung",0.723084568977356,vertices{x:183y:5259}vertices{x:714y:5259}vertices{x:714y:5462}vertices{x:183y:5462}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/chris-kursikowski-ze5wHM9kplc-unsplash.jpg","Lamborghini",0.9595064520835876,vertices{x:676y:1022}vertices{x:1919y:1022}vertices{x:1919y:2381}vertices{x:676y:2381}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/1640205885683 copy.png","Amazon Web Services",0.7752830982208252,vertices{x:17y:30}vertices{x:82y:30}vertices{x:82y:69}vertices{x:17y:69}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/sadman-nafis-oz5mlCJUCTI-unsplash.jpg","Toyota",0.9806956052780151,vertices{x:111y:1198}vertices{x:2667y:1198}vertices{x:2667y:3073}vertices{x:111y:3073}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/carlo-d-agnolo-dej1MKdTNW8-unsplash.jpg","Ferrari S.p.A.",0.9731114506721497,vertices{x:613y:573}vertices{x:1707y:573}vertices{x:1707y:899}vertices{x:613y:899}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/carlo-d-agnolo-dej1MKdTNW8-unsplash.jpg","Ferrari S.p.A.",0.628146231174469,vertices{x:4y:4}vertices{x:1109y:4}vertices{x:1109y:163}vertices{x:4y:163}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/sara-kurfess-oqc0-tsBQ5g-unsplash.jpg","Mercedes-Benz",0.9440150856971741,vertices{x:1748y:1587}vertices{x:2641y:1587}vertices{x:2641y:2522}vertices{x:1748y:2522}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/saif71-com-davQi_4cQjI-unsplash.jpg","LVMH",0.687537670135498,vertices{x:590y:2430}vertices{x:2582y:2430}vertices{x:2582y:3095}vertices{x:590y:3095}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/ismail-hadine-rsNbV-PiCHc-unsplash.jpg","Burger King",0.9972309470176697,vertices{x:936y:1836}vertices{x:2229y:1836}vertices{x:2229y:3468}vertices{x:936y:3468}
"/Users/wuyueer/Desktop/logo rec/samplescomplex/mahavir-shah-RZIdbOoF6gw-unsplash.jpg","Champion",0.9883224964141846,vertices{x:1570y:2496}vertices{x:2300y:2496}vertices{x:2300y:3331}vertices{x:1570y:3331}
