/Users/wuyueer/Desktop/logo rec/samplescomplex/AppDynamics copy.png,"AppDynamics"
/Users/wuyueer/Desktop/logo rec/samplescomplex/matt-chris-pua-W73LdE-t8DY-unsplash.jpg,"Kit Kat"
/Users/wuyueer/Desktop/logo rec/samplescomplex/matt-chris-pua-W73LdE-t8DY-unsplash.jpg,"Kit Kat"
/Users/wuyueer/Desktop/logo rec/samplescomplex/matt-chris-pua-W73LdE-t8DY-unsplash.jpg,"Nestlé"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download copy.png,"Deloitte"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download-2-1 copy.png,"Avanade"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download-2 copy.png,"Microsoft Windows"
/Users/wuyueer/Desktop/logo rec/samplescomplex/nik-5_ImgwicW_0-unsplash.jpg,"Beats Electronics"
/Users/wuyueer/Desktop/logo rec/samplescomplex/nik-5_ImgwicW_0-unsplash.jpg,"Beats Electronics"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download-3 copy.png,"Databricks"
/Users/wuyueer/Desktop/logo rec/samplescomplex/images-1_ copy.png,"Capgemini"
/Users/wuyueer/Desktop/logo rec/samplescomplex/louis-tricot-0BM8hXdsn_k-unsplash.jpg,"AB Volvo"
/Users/wuyueer/Desktop/logo rec/samplescomplex/louis-tricot-0BM8hXdsn_k-unsplash.jpg,"Volvo Cars"
/Users/wuyueer/Desktop/logo rec/samplescomplex/rammstein.png,"Europe Stadium Tour 2019"
/Users/wuyueer/Desktop/logo rec/samplescomplex/olena-bohovyk-17jdcPkJxRo-unsplash.jpg,"Milka"
/Users/wuyueer/Desktop/logo rec/samplescomplex/olena-bohovyk-17jdcPkJxRo-unsplash.jpg,"Milka"
/Users/wuyueer/Desktop/logo rec/samplescomplex/alex-perez-QTcLg3gJBn0-unsplash.jpg,"Jack Daniel's"
/Users/wuyueer/Desktop/logo rec/samplescomplex/giorgio-trovato-gNkf_k9Cyrk-unsplash.jpg,"Leica Camera"
/Users/wuyueer/Desktop/logo rec/samplescomplex/giorgio-trovato-gNkf_k9Cyrk-unsplash.jpg,"Leica Camera"
/Users/wuyueer/Desktop/logo rec/samplescomplex/viktor-forgacs-MGVLBuXS6Ic-unsplash.jpg,"Jaguar Cars"
/Users/wuyueer/Desktop/logo rec/samplescomplex/joseph-barrientos-4qSb_FWhHKs-unsplash.jpg,"Nike"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download-5 copy.png,"Datadog"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download-4 copy.png,"GitLab"
/Users/wuyueer/Desktop/logo rec/samplescomplex/mpho-mojapelo-l01nGFoOWTI-unsplash.jpg,"Hyundai Motor Company"
/Users/wuyueer/Desktop/logo rec/samplescomplex/rheinmetall,"Rheinmetall MAN Military Vehicles"
/Users/wuyueer/Desktop/logo rec/samplescomplex/images copy.png,"HubSpot"
/Users/wuyueer/Desktop/logo rec/samplescomplex/data,"TSMC"
/Users/wuyueer/Desktop/logo rec/samplescomplex/christian-wiediger-8d8KfpYCQV0-unsplash.jpg,"Adidas"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download-6_ copy.png,"Asana"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download-6_ copy.png,"Asana"
/Users/wuyueer/Desktop/logo rec/samplescomplex/dcl-650-Bx5-8M-y0sI-unsplash.jpg,"Netflix"
/Users/wuyueer/Desktop/logo rec/samplescomplex/619194a1aaba4d7b6bd38520_6133a0b56761de70d6829128_fivetran-databricks-connector-p-500 copy.png,"Fivetran"
/Users/wuyueer/Desktop/logo rec/samplescomplex/mae-mu-z8PEoNIlGlg-unsplash.jpg,"The Coca-Cola Company"
/Users/wuyueer/Desktop/logo rec/samplescomplex/mae-mu-z8PEoNIlGlg-unsplash.jpg,"The Coca-Cola Company"
/Users/wuyueer/Desktop/logo rec/samplescomplex/tim-schmidbauer-WrzQjl5YVQ8-unsplash.jpg,"Logitech"
/Users/wuyueer/Desktop/logo rec/samplescomplex/clay-banks-mU4NwTswELc-unsplash.jpg,"Chevrolet"
/Users/wuyueer/Desktop/logo rec/samplescomplex/andrea-de-santis-kWgKV2i9Xec-unsplash.jpg,"Volkswagen"
/Users/wuyueer/Desktop/logo rec/samplescomplex/david-hurley-YBUj1dkt4Do-unsplash.jpg,"Starbucks"
/Users/wuyueer/Desktop/logo rec/samplescomplex/download copy 3.png,"Whole Foods Market"
/Users/wuyueer/Desktop/logo rec/samplescomplex/venti-views-3Q4Nb1xe6K4-unsplash.jpg,"Skechers U.S.A., Inc."
/Users/wuyueer/Desktop/logo rec/samplescomplex/venti-views-3Q4Nb1xe6K4-unsplash.jpg,"Skechers U.S.A., Inc."
/Users/wuyueer/Desktop/logo rec/samplescomplex/venti-views-3Q4Nb1xe6K4-unsplash.jpg,"Carter's"
/Users/wuyueer/Desktop/logo rec/samplescomplex/pawel-czerwinski-fpZZEV0uQwA-unsplash.jpg,"Google"
/Users/wuyueer/Desktop/logo rec/samplescomplex/tibor-pinter-IYQQD4vvW4M-unsplash.jpg,"Alfa Romeo"
/Users/wuyueer/Desktop/logo rec/samplescomplex/images-5 copy.png,"Nasdaq"
/Users/wuyueer/Desktop/logo rec/samplescomplex/images-4 copy.png,"Snowflake"
